"TWEETCL3_","LABEL_"
"pilih nomor singgung","NEG"
"konsisten erus masyarakat erima malam operasi","NEG"
"video ukul dia sosial","NEG"
"antas maling bela","NEG"
"ani ambil uang ya pilih butuh impin ani","NEG"
"piala dunia aja provokasi pro","NEG"
"presiden deteksi eks langgar ham","NEG"
"pidato pura pura via","NEG"
"intonasi nada bicara penuh marah benci buas","NEG"
"ngeri dengar orasi isi marah benci","NEG"
"sebab cera khianat khianat rakyat","NEG"
"luarga marah ita kostum nazi ita","NEG"
"bilang parta maling rakyat larut","NEG"
"orang sebel","NEG"
"impor bilang aja","NEG"
"usan orde jilid pilih","NEG"
"juta manusia lahir sapi lahir indonesia ni debat absurd","NEG"
"tua","NEG"
"foto massal etnis komando","NEG"
"klaim debat putar","NEG"
"triliun hilang cicip gagal","NEG"
"luarga marah ita kostum nazi","NEG"
"mas baca al quran jarang puasa","NEG"
"riuh pasang pilih","NEG"
"kalpataru adipura aja tau salam jari","NEG"
"langgar sumpah prajurit","NEG"
"situ luarga marah ita kostum nazi","NEG"
"mal sih kali","NEG"
"heran rusak alam populasi benci manusia ya","NEG"
"pilih harta tahta hatta salam jari","NEG"
"lingkung mulut usak lingkung kubu laknat","NEG"
"iklan sara hina","NEG"
"polo kalah benci tawur aja tusuk paku","NEG"
"hatta silang dapat impor beras","NEG"
"ya ulah elo luarga marah ita kostum nazi","NEG"
"tau adipura","NEG"
"kode kontrak luarga marah ita kostum nazi","NEG"
"tau","NEG"
"asbak luarga marah ita kostum nazi","NEG"
"daging sapi haji al quran","NEG"
"baca surat buka aktivis dukung indonesia","NEG"
"emang arah ngeri ah cerita","NEG"
"singgung isi kampanye kuasa maling","NEG"
"aham konsep lestari lingkung hidup","NEG"
"luarga marah ita kostum nazi baju nazi","NEG"
"loh surat guru politik uang","NEG"
"koalisi janji sekuat tenaga bangun bangsa koalisi korup","NEG"
"tegang mafia minyak mafia daging mafia haji mafia gula mafia ada","NEG"
"luarga marah ita kostum nazi baju hatta","NEG"
"mobil mobil militer polisi acung polisi birit","NEG"
"dia iklan negatif","NEG"
"negara gampang","NEG"
"ilih pilih salam jari","NEG"
"pilih rakyat putus rakyat","NEG"
"detik luarga marah ita kostum nazi baju nazi","NEG"
"marah ya semoga","NEG"
"skema operasi silum tim","NEG"
"operasi silum jalan titik temu","NEG"
"langit bumi","NEG"
"tolong surat suara gambar","NEG"
"kelas siplin","NEG"
"bilang indonesia malu presiden buta klarifikasi luarga gus dur calon","NEG"
"suka ham berat","NEG"
"tulis wartaw investigasi leceh gus dur","NEG"
"sikap luarga wahid kontroversi wawancara","NEG"
"sikap luarga gus dur klarifikasi","NEG"
"sikap luarga gus dur harap klarifikasi nyata hina gus dur","NEG"
"uak fakta rahasia dia","NEG"
"panitia pilih pilih suara pilih","NEG"
"keji gereja gereja","NEG"
"luarga gus dur klarifikasi hasil investigasi","NEG"
"netral curang masuk","NEG"
"ancam konfirmasi intel informasi baru operasi senyap enang","NEG"
"preman presiden ya allah kau indonesia amin","NEG"
"tugas pilih marah tempo","NEG"
"ibunda benar isu via","NEG"
"hidup sederhana rakyat calon","NEG"
"ya menang lihat debat putar","NEG"
"luarga klarifikasi suara baru","NEG"
"wajah tusuk aja wajah no","NEG"
"anggota kendal warga pilih","NEG"
"provinsi daerah daerah","NEG"
"tidur dukung rusak aja gambar","NEG"
"ita janji daftar hitam beri","NEG"
"cekal takut","NEG"
"janji daftar hitam beri","NEG"
"gara gara stasiun tua bangka","NEG"
"iya tim unggul doang beda","NEG"
"iya dia indonesia","NEG"
"coblos","NEG"
"lucu puji tuhan presiden indonesia","NEG"
"cipta gese kode","NEG"
"surve sumber balik enang malu","NEG"
"sumpah menang gua ih lo gua","NEG"
"kocak ih dinda menang grup","NEG"
"curang","NEG"
"iya jiwa kena lucu menang","NEG"
"kalah sedih tindas","NEG"
"ya bilang menang","NEG"
"kredibilitas","NEG"
"urus korupsi mu ali menang","NEG"
"kalah","NEG"
"endut mahadewa angkuh ambisius halal endut","NEG"
"nih parah umat islam kalah","NEG"
"kaya anak eh","NEG"
"badan","NEG"
"telan","NEG"
"buset jahat badan","NEG"
"lo buset jahat badan","NEG"
"jahat badan","NEG"
"video wartaw kompas sedih","NEG"
"pas si wartaw wawancara si bilang kompas masuk sih si embak wartaw bingung mbak","NEG"
"debat ham emosi ham","NEG"
"kalah sih tau kalah kalah aja","NEG"
"obsesi menang kasih bego","NEG"
"sisa dikan orde pidato","NEG"
"nek menang curang stasiun sok emang belu","NEG"
"hancur senyum sakit","NEG"
"nek menang curang stasiun sok","NEG"
"tau seluk dangkal","NEG"
"bohong kek mantan","NEG"
"sih salah ulang malu salah","NEG"
"buset si aja hasil re doang","NEG"
"pilih ya pilih om","NEG"
"grup kali bikin heboh heboh","NEG"
"pro jelek dikit beliau jelek fakta","NEG"
"pandang beda pro jelek dikit beliau","NEG"
"iya bom aja aja lin","NEG"
"jatuh saham tarik modal asing","NEG"
"din nek hitung kalah","NEG"
"nyata menang bentuk arogansi","NEG"
"joget ya","NEG"
"rang aja presiden bi","NEG"
"wartaw asing hina fisik gus dur presiden","NEG"
"gali kubur","NEG"
"salam jari","NEG"
"dia indonesia via","NEG"
"aneh menang","NEG"
"kompas masuk","NEG"
"menang","NEG"
"liat aja unggul ayah mama kalah","NEG"
"marah reporter televisi","NEG"
"baca kali aja nalar surve kaidah statistik","NEG"
"ima kasih indonesia","NEG"
"nih surve kaidah statistik","NEG"
"mas surve kaidah statistik","NEG"
"anti zionis dukung koalisi zionis cek aja sekutu munafik","NEG"
"sapa akun bajak ni tumben anak muda","NEG"
"jilat","NEG"
"hasil beda","NEG"
"ra kalah hasil","NEG"
"ambah koleksi kuda lumping","NEG"
"ima","NEG"
"nikmat tuhan kau allah niscaya ambah","NEG"
"kampanye surve kaidah statistik","NEG"
"kalah eh","NEG"
"wajah macan lucu kompas","NEG"
"kalah serang lembaga surve dia","NEG"
"mas bos prahara","NEG"
"setuju kaya coreng seorang patriot satria sesungguh","NEG"
"tim klaim menang","NEG"
"caya coblos","NEG"
"surve kaidah statistik","NEG"
"sih presiden takut data ngeri","NEG"
"kali kalah rugi","NEG"
"enang gemuk tambun tode","NEG"
"menang senang sakit","NEG"
"ali menang","NEG"
"tim mawar menga hidup selamat publik teta","NEG"
"kabar buruk kalah kabar gembira minum ekstrak kulit manggis kusut no","NEG"
"hatta presiden semoga impin presiden","NEG"
"data lembaga surve enang","NEG"
"kalah liat menang main skor","NEG"
"beda hasil sosiologis masyarakat klaim","NEG"
"caya cek seratus persen otak nih ya","NEG"
"kasih malu kena kiamat benar ungkap","NEG"
"lo kalah ya nama lo kucing kampung kucing","NEG"
"deklarasi lembaga resmi","NEG"
"mah mending kubu","NEG"
"nakal kubu","NEG"
"global dia dukung dia netral salam jari ya","NEG"
"ujung dagel politik marin hancur kredibilitas","NEG"
"ya suara","NEG"
"selamat pilih presiden grup","NEG"
"dia bogor calon presiden zikir","NEG"
"dia bogor calon presiden","NEG"
"pidato dahsyat deklarasi ita baru salam jari","NEG"
"optimistis pasang enang","NEG"
"miris traged manusia kalah via si tuhan idiot","NEG"
"selamat presiden eh maaf ya salah","NEG"
"rektur lembaga surve surve bayar populer curang","NEG"
"coba parta dukung tujuh televisi logistik kuat kalah gusti","NEG"
"aja rempong hitung suara kubu khawatir","NEG"
"presiden ya marah dia","NEG"
"erintah curiga hitung suara kubu khawatir","NEG"
"hitung suara kubu khawatir tempo","NEG"
"kubu emang bacot menang kalah hitung suara kubu khawatir","NEG"
"mbok ta hitung suara kubu khawatir","NEG"
"hitung suara kubu khawatir","NEG"
"maling iak maling hitung suara kubu khawatir","NEG"
"tim","NEG"
"sumbang kalah ucap sinting selamat hati","NEG"
"lembaga surve enang bohong ani","NEG"
"ita wartaw","NEG"
"deklarasi retorika deklarasi kali","NEG"
"deklarasi kali","NEG"
"negaraw kandidat on","NEG"
"pindah hati setia kalah","NEG"
"parah curang kubu hitung suara jujur","NEG"
"fitnah hot dana kubu enang kubu prahara","NEG"
"metro bebal bangun opin curang suasana panas","NEG"
"abis malu ya on","NEG"
"habis baca baca ngeri","NEG"
"mang kalah klaim menang","NEG"
"langgar ham berat isu semoga al","NEG"
"salah palsu pecah belah bangsa","NEG"
"orang sampah kaya","NEG"
"purnawiraw eks culik bunuh rakyat sipil sifat publik","NEG"
"sinting bikin kalah","NEG"
"tim main uang jalan curang curang menang","NEG"
"allah indonesia pagi lembaga publik","NEG"
"bikin sikap ima kalah bikin jelek","NEG"
"sungguh kasih kawan rusak","NEG"
"lari opsi kalah opsi baca","NEG"
"artikel islam prahara uak","NEG"
"mari gugat tuhan kalah","NEG"
"lembaga enang publik","NEG"
"tim main uang","NEG"
"teror ancam dukung","NEG"
"sebab kalah via","NEG"
"pas ya dukung prahara sesua tukang onar","NEG"
"ardi bloon sok pintar","NEG"
"bilang presiden tolol","NEG"
"mesin politik dukung maksimal","NEG"
"hidup presiden presiden","NEG"
"selamat presiden rakyat selamat ya","NEG"
"kalah alih dukung salah kalah","NEG"
"curang ah total suara lebih suara sah malu","NEG"
"julu pas culas curang","NEG"
"kalah aja aspal ambyar","NEG"
"kalah lihat pala","NEG"
"tiarap","NEG"
"calon presiden ilik brengsek ogah presiden","NEG"
"geram tolak wartawat","NEG"
"baca wawancara orang seorang cundang haus kuasa","NEG"
"menga sepakat maju","NEG"
"salah curang utara via","NEG"
"kalah prediksi pergi enang","NEG"
"allah allah curang tebar fitnah","NEG"
"ya identik","NEG"
"dukung allah allah curang tebar","NEG"
"menang hasil kerja keras fitnah curang bobrok","NEG"
"ulas curang kubu curiga nyata hasil suara rakyat jahat ya","NEG"
"eluh hadap bangsa","NEG"
"marah dia","NEG"
"nyata tim","NEG"
"koalisi manen parta politik dukung rentan","NEG"
"koalisi manen parta politik dukung rentan pecah","NEG"
"salah strateg ala sang jenderal catat strateg sinformasi jenderal via","NEG"
"geng menang bukti rekap hasil bukti surve palsu curang","NEG"
"koalisi manen bukti takut","NEG"
"kubu intervensi","NEG"
"maki suguh untung bunuh","NEG"
"hatta prahara pas mbak prahara parta","NEG"
"keras pala","NEG"
"alas langgar ham ham ya","NEG"
"lihat kembang ita politik geram malu kalah ya kalah cundang","NEG"
"kalah kah mudah hasil putus menang potensi","NEG"
"rekayasa komunis buntut tumbang simbol","NEG"
"rekayasa komunis buntut tumbang simbol ham kiri","NEG"
"prahara lebih cuali lebih berat badan","NEG"
"hitung suara kalah telak pulau aru","NEG"
"hitung suara kalah provinsi info","NEG"
"dukung ambruk anjlok anggota parta pecah belah","NEG"
"alah mek omong lo kaya lo mah songong","NEG"
"menang salah kudu tutup akun ya","NEG"
"ita menang rumah sakit jiwa","NEG"
"hitung suara suara","NEG"
"bohong takut maling iak maling sampah olak lembaga","NEG"
"main curang parah","NEG"
"prahara kalah putus rusuh rakyat caya bangsa","NEG"
"diri pan kalah","NEG"
"sukur kalah tanggal sip","NEG"
"bersih air lanta bahaya","NEG"
"menga salah tinggal nih menga kalah","NEG"
"nek manja ki ra dadi tentara perang capek","NEG"
"kubu korupsi indonesia ilih","NEG"
"alih isu operasi politik uang kubu","NEG"
"sumpah potong malu","NEG"
"amat deklarasi koalisi manen isyarat kalah","NEG"
"niat aja sinting","NEG"
"dia ulis menga kalah","NEG"
"dia lintir dia ulis menga kalah","NEG"
"upaya erah tanggal juli bentuk bodoh libat rakyat bersa uang","NEG"
"kubu curang mustahil tutup selisih suara","NEG"
"aksa menang kalah","NEG"
"suara pala daerah tempo","NEG"
"massa hadir juli massa bayar orang","NEG"
"jaman si cerdas culik tim mawar korban hilang","NEG"
"hina sabar rela indonesia semoga allah dengar","NEG"
"hina sabar rela indonesia semoga allah","NEG"
"surat buka seorang advokat","NEG"
"anak korban culik nasib ayah hati","NEG"
"jelang kerap isu sedap kaum tanah air","NEG"
"data prahara kalah syukur menang unggul persen","NEG"
"hatta kronis suka salah pilih orang suka salah ilih sekutu musuh teman teman","NEG"
"pengin ulang langsung aku rakyat lebar ulang","NEG"
"negara erima kalah","NEG"
"kalah menang jantan ayam telur","NEG"
"antek rusuh kayak fitnah provokator","NEG"
"to culik alam sakit ya sakit korban anak","NEG"
"aja kalah","NEG"
"encana massa harap","NEG"
"main benteng kalah ulang kalah timpuk lawan batu","NEG"
"liat ya kalah menang coba mas mbak","NEG"
"himbau hitung suara tanda kalah amat politik","NEG"
"kalah via","NEG"
"anggap proses cacat","NEG"
"video hasil komisi ilih umum","NEG"
"kalah suara rakyat","NEG"
"catur orban kuda gajah dana teri sekedar gagal","NEG"
"nyata lengkap video hasil enang via aja","NEG"
"ya hasil","NEG"
"bocor mah sinyal koalisi","NEG"
"ucap curang sukses","NEG"
"amien rais kalah tanggap panglima perang badar jalan kaki","NEG"
"rekapitulasi kalah","NEG"
"iya kalah sejarah menang curang","NEG"
"kalah tunda rekapitulasi suara nasional","NEG"
"dukung besok kalah dalem besok takut on","NEG"
"mas hatta amien rais gagal berte semalam amien niat erima kalah","NEG"
"kalah polisi lembaga tukang pecel","NEG"
"sing dadi presiden kui nek kalah stroke mati","NEG"
"potong lamin kalah ludah ecut","NEG"
"rencana kalah presiden","NEG"
"menang polemik sinting ilih taat agama mimpi","NEG"
"sadar anak manja","NEG"
"kalah timur bilang timur suka kelahi","NEG"
"na kalah angka miskin solo","NEG"
"said aja bicara satu la ecah umat antek","NEG"
"ahli bocor bocor ain","NEG"
"masuk takut indonesia asing kalah ilih","NEG"
"tim tim raja adu adu polisi adu no kalah","NEG"
"menang kalah","NEG"
"mbak otak ima kalah aja","NEG"
