"TWEETCL2_","LABEL_"
"dulang suara besar di indonesia timur pasangan calon presiden calon wakil presiden","POS"
"dulang suara besar di indonesia timur gunung sari","POS"
"ai kamu sok kan nu teh menang dek pindah ka","POS"
"tinggal jadi presiden","POS"
"kabar baik di rekap selesai menang telak cek di","POS"
"aksi solidaritas kemanusiaan orasi bung dan beliau infak uang tuk","POS"
"kata arifin ilham","POS"
"menang semangat pak","POS"
"bapak menyumbangkan uang rupiah","POS"
"ya bang tim paling culas aja sih aneh kok terima kalo kalah menang aja","POS"
"sosok penuh kharisma dan wibawa harus kalah oleh orang seperti itu rasanya tidak adil","POS"
"kalah di saya akan kembali ke kehidupan saya moneter calon presiden","POS"
"selamat datang presiden baru dari hasil real pasangan no menguasai suara di propinsi","POS"
"permohonan doa untuk bapak saya","POS"
"kabau sudah punya presiden agama dan adat menolak kidal liberal dan komunis","POS"
"halo salam kompak selalu doa pak presiden ke","POS"
"siap para poser nabi kami selamat kepada","POS"
"berhasil menjadikan sebagai partai politik dengan transparansi proses dan transparansi","POS"
"saya yakin menjadi presiden periode","POS"
"bupati dukung","NEG"
"sebut indonesia butuh pemimpin diktator","NEG"
"berbohong rakyat bongkar rahasia demi publik","NEG"
"memojokkan pengusung lain saja","NEG"
"memojokkan pengusung lain saja pernah","NEG"
"benar ribu orang ribu warga kampanye","NEG"
"jadi menteri dulu aja pak hatta sekarang baru mau akan","NEG"
"hatta pintar pintar hukum iya","NEG"
"siapa ya hatta kebocoran yang sering via","NEG"
"bangkrut apa pendapat kamu kalau menang dalam pemilihan presiden","NEG"
"jiplak lagu genjer genjer yang beken ini untuk kampanye","NEG"
"telah paksa oleh wartawan itu","NEG"
"positif mau pilih salah gara gara ini","NEG"
"menilai riset selama hatta tidak mampu mengatasi persoalan seperti produktivitas padi","NEG"
"kalau memang tidak bersalah lalu kenapa beliau keluar dari karena mau solo karir emang","NEG"
"jawaban untuk pidato bapak yang pura pura tidak tahu","NEG"
"pak pemimpin baik militer perusahaan belum ada prestasi positif militer kiani tunggak gaji","NEG"
"tolak reklamasi sebagai berjanji akan melanjutkan no masih cinta indonesia pilih den","NEG"
"anda tidak semestinya warga sipil di depan pers internasional hatta","NEG"
"hati rakyat sama dedengkot terlalu mau","NEG"
"jagal tukang tebas","NEG"
"garuda merah milik lambang negara","NEG"
"apa pendapat tegas atau kenyataan","NEG"
"waktu akan bagus di debat soal ketahanan ternyata tidak waktu","NEG"
"kalau bohong kenapa diam","NEG"
"ikrar buka jalan ke pemerintahan diktator","NEG"
"sia sia bawa nama gus dur di kampanye","NEG"
"tegas ya tegas mengamankan kekayaan negara kita ada budi tersangka korup","NEG"
"beda kepala pak itu hatta koreksi pernyataan bukan bocor","NEG"
"sia sia bawa nama gus dur di kampanye menjual nama gus dur yang juga tokoh nu","NEG"
"semoga yang lain baca ini dari ayu mereka ngeri","NEG"
"positif mau pilih salah gara gara berita semacam ini","NEG"
"mungkin menang karena orang baik lebih banyak","NEG"
"lagi kemarin minggu duduk berdampingan tak bit","NEG"
"terus ke jadi ibu negara ya","NEG"
"kampanye di lewat","NEG"
"ketegasan adalah bentuk dari","NEG"
"duduk berdampingan dengan sudah terbiasa","NEG"
"piala dunia ini","NEG"
"jaman salah yang bangun siapa lo aja bisa jawab kan bukti pembangunan apa bocah bocah","NEG"
"bukan partai sapi kok aja duduk berdampingan dengan sudah terbiasa","NEG"
"allah kalah karena orang munafik cuma sedikit","NEG"
"wawancara bukan penculik isu penculikan jangan cuma soal","NEG"
"oke sip aja kampret lo ah","NEG"
"berita indonesia wawancara bukan penculik isu penculikan jangan cuma","NEG"
"dah hatta sama eh","NEG"
"allah kalah karena banyak orang cinta perdamaian","NEG"
"adalah orang yang tidak segan segan melakukan hal hal yang seperti penculikan","NEG"
"keluarga cendana dukung","NEG"
"itu dukung juga dukung ni cantik","NEG"
"di indonesia tantangan ke lewat","NEG"
"di indonesia tantangan ke","NEG"
"wawancara bukan penculik isu penculikan jangan cuma soal versus","NEG"
"keren ya aku dukung","NEG"
"bawa atribut kampanye di debat pendukung panitia panitia acara debat menegur","NEG"
"anggota puja fasisme","NEG"
"kebanyakan janji akan biaya riset","NEG"
"aku mau hidup prahara amit positif mau pilih","NEG"
"operasi pamungkas","NEG"
"tersisih dong","NEG"
"ini bot si dia","NEG"
"tak cukup satu juga berpacaran dengan orang","NEG"
"salam jari kejora versi indonesia kebaikan jari jadi satu","NEG"
"ancaman konstitusi ikrar buka jalan ke pemerintahan diktator","NEG"
"presiden tukang jagal sapi","NEG"
"segala atribut bawa atribut kampanye di debat pendukung panitia","NEG"
"jamin keluarga cendana dukung","NEG"
"tanya kenapa mantan istri debat","NEG"
"ketinggian om persen suara di","NEG"
"bawa atribut kampanye di debat pendukung panitia","NEG"
"kisah miring ini mulai adu domba sampai fitnah tokoh kepada banyak","NEG"
"kan bilang rezim kebangkitan","NEG"
"ternyata tidak bersalah ia dari karena ingin karir kek","NEG"
"menang kalah di di atas angin preman di mau apa ini","NEG"
"ke selalu kebocoran apa bapak apa negara begitu jelek itu terjadi","NEG"
"kayak pakaian nazi ya politik tim kampanye tidak buat spanduk bersama gus dur","NEG"
"pilih hati uang bank indonesia segera uang berstempel lewat","NEG"
"saya tak taat menjalankan ritual agama","NEG"
"kasus surat untuk guru panggil tim","NEG"
"kubu","NEG"
"ma arwah sore ini allah berpidato berbahasa inggris di","NEG"
"kejar min masa ketemu tak politik uang pada surat untuk guru","NEG"
"da lapor tim kampanye hitam di lokasi debat","NEG"
"najis dah kampanye hitam lewat bilang tahanan bakal bebas kalo presiden jelek deh mending main aja","NEG"
"lama kayak kebanyakan janji","NEG"
"sama kaya tanya atasan saya masuk siapa tanya ke","NEG"
"seret garuda merah ke pengadilan atas pelanggaran undang undang via","NEG"
"bank indonesia segera uang berstempel lewat","NEG"
"orang tolol merindukan lagi sabar menang","NEG"
"miring sebelah tak politik uang pada surat untuk guru","NEG"
"panggil tim terkait kasus surat untuk para guru","NEG"
"memainkan estetika nazi yang lebih menonjol dalam video kampanye tersebut adalah pakaian penyanyi","NEG"
"protes spanduk bergambar gus dur via","NEG"
"calon presiden pun menempatkan atribut militer dalam ini pada resmi","NEG"
"media kok kaya kasus surat untuk guru panggil tim","NEG"
"kecemasan mantan jenderal adalah mantan menantu diktator","NEG"
"protes spanduk bergambar gus dur","NEG"
"kalian serang giliran marah mau foto","NEG"
"paripurna kampanye tapi kami kira itu biasa dan tidak masalah bagi","NEG"
"kan kemaluan terus","NEG"
"panggil tim terkait kasus surat untuk para guru pihak negeri","NEG"
"paripurna kampanye","NEG"
"kalo mau ya indonesia tak yang anda pikir pak juga","NEG"
"setelah kekuasaan sang ayah mertua pada tahun untuk beberapa waktu tinggal di pengasingan di","NEG"
"persen keluarga cendana pilih","NEG"
"keburu di kalo di suap lagi tak politik uang pada surat untuk guru","NEG"
"sindir bos pajak sebut rasio pajak persen cuma mimpi","NEG"
"aktivis demokrasi dan jurnalis khawatir kemenangan dalam mengembalikan hari hari gelap kediktatoran","NEG"
"demikian tadi kurang lebih isi artikel penggunaan atribut nazi dalam video resmi asli","NEG"
"sih dukung dia menang gaya doang tempe mana bisa membuat indonesia maju","NEG"
"kui to prediksi kekalahan","NEG"
"om ibu negara loh kok","NEG"
"via panggil tim terkait kasus surat untuk para guru","NEG"
"pendukung prahara lingkar otak itu foto sakit","NEG"
"protes spanduk bergambar gus dur alat peraga kampanye milik","NEG"
"parikan dukung di sidang paripurna kontan parikan tersebut mengagetkan","NEG"
"protes spanduk bergambar gus dur alat peraga kampanye milik pasangan be","NEG"
"haram kemesraan dengan mantan presiden","NEG"
"marah tantang pengusaha pada dialog","NEG"
"skenario","NEG"
"bisa baca al ternyata","NEG"
"ingin melindungi minoritas tapi represif minoritas penegakan hukum","NEG"
"ketua tim pemenangan adalah sebagai ketua tim ada dia kasih ke supaya stop fit","NEG"
"mereka tidak siap siap seperti mereka menguliti","NEG"
"tim kami mulai mencium indikasi politik uang indikasi ya","NEG"
"adalah baik namun ada sisi melekat satu sama seperti pejabat ke dua berjarak rakyat nu","NEG"
"aja anak muda sekarang pada sopan","NEG"
"dukungan partai untuk ilegal","NEG"
"apa soal kejahatan ham bisa ikut pengadilan kalo dia emang salah","NEG"
"negarawan runtuh setelah bisa berpikir rasional","NEG"
"bisa baca alquran perlu bukan","NEG"
"ada surat balasan dari pak ya tempo surat untuk","NEG"
"dan skenario","NEG"
"apa sudah kepada rakyat kami rasa tidak ada palingan cuma berapi sudah muak kami terima janji terus","NEG"
"kapal besar penuh dengan persoalan korupsi peristiwa","NEG"
"tidak pro rakyat jangan terkecoh ya","NEG"
"pendukung pak mau kalah","NEG"
"pernah punya keinginan as invasi indonesia","NEG"
"ketua tim pemenangan adalah sebagai ketua tim ada dia kasih ke supaya stop fitnah","NEG"
"itu cewek apa dulu","NEG"
"ku cek itu itu sih teror sayap demo ke","NEG"
"kapal besar penuh dengan persoalan korupsi","NEG"
"gara gara ini tolak","NEG"
"mari mendukung menjadi tapi indonesia","NEG"
"nasional kapal besar penuh dengan persoalan korupsi","NEG"
"kotak ada uang modus baru","NEG"
"barusan baca spanduk penyelamat pancasila kenapa garuda pancasila jadi garuda merah","NEG"
"duit triliunan itu duit hasil penculikan dulu apa hasil kasus ham","NEG"
"begini tanggapan tempo","NEG"
"untuk bersabar via","NEG"
"begini tanggapan menilai isu itu wartawan","NEG"
"begini tanggapan","NEG"
"putusan pengadilan soal utang triliun ini situs ma sebelum","NEG"
"psikolog hasrat berkuasa lebih besar","NEG"
"dulu berusaha tampil santun sembari terus kekuasaan","NEG"
"bantah kabar tampar","NEG"
"serius benar ada tentang dan dengan anak anak nyanyi","NEG"
"warga malang bakar ratusan surat dari","NEG"
"video yang kalau pernah bambang sa","NEG"
"tolong ya tim mobil saya di daerah pondok ya lah","NEG"
"bangsat dan kubu pihak komunis komunis dong kunjungan pres","NEG"
"kesaksian dari aktivis yang prahara","NEG"
"itu tuduhan kejam","NEG"
"cari muka si bowo ampun dah saya mengucapkan selamat menunaikan ibadah pusa dan menyaksikan piala","NEG"
"jadi pengikut yahudi adalah bukan lagian ada","NEG"
"bilang ekonomi kita salah urus padahal itu ada di","NEG"
"tim orang indonesia tak ada yang baca","NEG"
"buat aneh masa hutang hanya juta lebih masuk akal kiani","NEG"
"kelar bakal jual ini republik ke rente itu","NEG"
"isu mengatakan jika kalah maka akan membuat kerusuhan","NEG"
"tegas sangking gaji karyawan saja di kasi itu kha pemimpin baik","NEG"
"di balik cerita dan","NEG"
"di indonesia timur malas banget seng pantas presiden presiden kok malah malu","NEG"
"mega tiru apa enggak punya bapak sendiri","NEG"
"memprihatinkan banyak juga dulu sebagai cuma karena malah","NEG"
"sebelum gue netral setelah gue dukung tulus kok lalu buka tutup akun","NEG"
"kata tukang cuci foto dekat rumah ku jangan pilih dia itu perampok kalau ada yang di ganti aja","NEG"
"dan kemudian bakal dukung","NEG"
"kok niru niru apa tidak punya bapak sendiri tentang di juli","NEG"
"lihat ketik waktu di masih dukung no lo tes","NEG"
"dukungan kepada publik","NEG"
"kubu lemah di tengah tempo","NEG"
"lokasi lift di kantor baru di ajudan lapor gila","NEG"
"peristiwa mei semua kepada","NEG"
"bapak ibu guru ini terima surat lalu salam jari","NEG"
"bikin pendukung marah di grup kayak bulan buat orang","NEG"
"bayar mahal spanduk sepanjang kilometer melanggar spanduk","NEG"
"pasti tim kesel doi bayar impor eh tim sebelah sukarela","NEG"
"punya presiden kok kayak orang baru lulus sekolah da tau kubu fitnah kejam dan presiden kok diam kok malah kasih nasehat","NEG"
"pengamat kampanye segala cara kejora","NEG"
"dan kegagalan akan bila menang salam dua jari","NEG"
"gue tapi orang yang berbahaya buat negeri ini om kenapa sih","NEG"
"kubu lemah di tengah","NEG"
"serangan massa ke metro itu akan atau isu lain mereka","NEG"
"yakin tapi memang bisa tidak serta merta jika terpilih pemerintah tak serta merta fasis","NEG"
"pukul via","NEG"
"bahkan rumah markas saja oleh sang mafia","NEG"
"artikel","NEG"
"tiru apa enggak punya bapak sendiri","NEG"
"tuduh kubu akan kudeta jika kalah mega mulai","NEG"
"ada uang di nasi kotak yang kan","NEG"
"menit memukuli penting pernah menggebuki","NEG"
"pemimpin rumah tangga aja gagal mau pimpin indonesia","NEG"
"sabtu februari di bogor himbau masyarakat terima uang saat","NEG"
"jumat april di jabar duit terima saja","NEG"
"ada uang ribu di dalam nasi kotak yang","NEG"
"nasi kotak yang di ada duit ribu modus baru politik uang","NEG"
"semoga kalah telak di semua propinsi kubu lemah di tengah","NEG"
"selasa juni di rumah terima saja serangan fajar","NEG"
"makanya pilih nomor tersinggung","NEG"
"secara konsisten dan terus menerus masyarakat menerima dan malam ini operasi","NEG"
"artikel sebelum","NEG"
"video memukul di di media sosial","NEG"
"mau berantas maling dia malah bela kok","NEG"
"berani ambil uang ya pilih kita butuh pemimpin yang berani dan tegas","NEG"
"di cukup piala dunia aja mau malah terprovokasi pro","NEG"
"presiden untuk deteksi eks atas pelanggaran ham","NEG"
"jawaban untuk pidato bapak yang pura pura tidak tahu via","NEG"
"intonasi nada bicara pak penuh dengan kemarahan dan kebencian ini bukan tegas tapi buas","NEG"
"sering ngeri dengar kalau sedang berorasi seluruh berisi kemarahan dan kebencian","NEG"
"penyebab cerai karena mengkhianati bagaimana jika mengkhianati rakyat","NEG"
"keluarga pak marah karena pemberitaan kostum nazi berita","NEG"
"saya tidak bilang di partai saya tidak ada maling saya cuma mau rakyat jangan ikut larut dalam","NEG"
"baru saja membuat beberapa orang sebel","NEG"
"ini perlu impor sama sekali kalo perlu tapi dia bilang aja","NEG"
"terusan orde baru tahun akan terjadi lagi di jilid jika benar terpilih","NEG"
"tadi soal lima juta manusia lahir baru sekarang minta sapi lahir di indonesia ni debat absurd","NEG"
"ketua","NEG"
"ini foto massal terhadap etnis komando","NEG"
"ini klaim debat putaran","NEG"
"triliun hilang cicip gagal","NEG"
"keluarga pak marah karena pemberitaan kostum nazi","NEG"
"kalau mas bisa baca al quran dan jarang bukan puasa yakin saya","NEG"
"keluarga pak marah karena pemberitaan kostum nazi apa","NEG"
"riuh apaan malahan pasangan ke waktu untuk menjawab pilih","NEG"
"kalpataru adipura aja tau masa mereka salam jari","NEG"
"langgar sumpah prajurit","NEG"
"situ keluarga pak marah karena pemberitaan kostum nazi","NEG"
"sama apa mal dia sih kali","NEG"
"masih heran kerusakan alam pada populasi ini memang pembenci manusia ya","NEG"
"akhirnya pilih harta tahta dan hatta salam jari","NEG"
"lingkungan malah mulut baru perusak lingkungan berada di kubu laknat","NEG"
"di iklan sara menghina","NEG"
"polo kalah benci sama tawur aja tusuk paku di","NEG"
"dan hatta silang pendapat soal impor beras","NEG"
"ya ulah elo keluarga pak marah karena pemberitaan kostum nazi","NEG"
"dan tau dan adipura","NEG"
"kode minta kontrak keluarga pak marah karena pemberitaan kostum nazi","NEG"
"mana ada tau","NEG"
"kemudian keluarga pak marah karena pemberitaan kostum nazi","NEG"
"asbak keluarga pak marah karena pemberitaan kostum nazi","NEG"
"kepada kasus daging sapi haji al quran tak ada di","NEG"
"baca surat terbuka aktivis pendukung indonesia","NEG"
"satu ini emang pemarah ngeri ah cerita","NEG"
"singgung isi kampanye soal kekuasaan para maling","NEG"
"sangat kelihatan sekali bahwa sama sekali tidak memahami konsep kelestarian lingkungan hidup","NEG"
"keluarga pak marah karena pemberitaan kostum nazi mengenai masalah baju nazi pak","NEG"
"loh di surat ke guru itu nah kalo ada politik uang saja","NEG"
"kami koalisi berjanji sekuat tenaga membangun bangsa ini koalisi korup semua itu","NEG"
"mengapa tegang saat sebut mafia minyak mafia daging mafia haji mafia gula dan mafia pengadaan","NEG"
"keluarga pak marah karena pemberitaan kostum nazi mengenai masalah baju hatta","NEG"
"sewaktu mobil bukan mobil militer polisi keluar mengacungkan polisi terbirit","NEG"
"media iklan negatif","NEG"
"di kira negara ini gampangan","NEG"
"mengapa memilih terpilih oleh saya mau salam dua jari","NEG"
"tapi bila pilihan rakyat kami akan keputusan rakyat itu","NEG"
"keluarga pak marah karena pemberitaan kostum nazi mengenai masalah baju nazi","NEG"
"detik keluarga pak marah karena pemberitaan kostum nazi mengenai masalah baju nazi","NEG"
"pak marah lagi ya semoga tidak","NEG"
"ini adalah bagian dari skema operasi siluman tim","NEG"
"operasi siluman ini bisa berjalan setelah ada titik temu antara dan","NEG"
"kepada kasus daging sapi haji al quran tak ada di kita","NEG"
"langit dan bumi","NEG"
"tolong surat suara ke ternyata di gambar","NEG"
"masa lalu masa lalu tidak naik kelas karena disiplin","NEG"
"bilang indonesia malu punya presiden buta ini klarifikasi keluarga gus dur calon","NEG"
"bagi yang suka sama dia adalah ham berat maka saya pada seluruh","NEG"
"tulisan wartawan investigasi asal yang telah melecehkan gus dur","NEG"
"sikap keluarga wahid mengenai kontroversi wawancara yang","NEG"
"sikap keluarga gus dur meminta klarifikasi dari","NEG"
"sikap keluarga gus dur berharap bapak klarifikasi pernyataan yang hina gus dur","NEG"
"menguak fakta rahasia yang tak media","NEG"
"bahkan jika ada panitia bertanya mengenai pilihan kalian saja pilih tapi suara tetap pilih","NEG"
"pak keji di gereja gereja","NEG"
"keluarga gus dur minta klarifikasi hasil investigasi","NEG"
"netral di curang kalo masuk kalo","NEG"
"ancaman dari konfirmasi dari intel informasi terbaru tentang operasi senyap untuk memenangkan","NEG"
"preman presiden ya allah kau indonesia menjadi amin","NEG"
"petugas minta pilih marah tempo","NEG"
"ibunda pun sampai kebenaran isu via","NEG"
"ini bukan tapi kehidupan sederhana dan merakyat calon","NEG"
"ya pasti menang lihat sendiri debat putaran","NEG"
"keluarga minta klarifikasi dari suara pembaruan","NEG"
"kalian kan wajah ada tusuk aja wajah no","NEG"
"anggota di kendal bagi bagi kepada warga agar pilih","NEG"
"di provinsi ini di daerah daerah ini","NEG"
"lanjut tidur ke biar juga dukung rusak aja gambar","NEG"
"berita janji beri untuk ke daftar hitam pemberian oleh","NEG"
"dan ini mencekal tapi mereka akan mulai ketakutan","NEG"
"janji beri untuk ke daftar hitam pemberian oleh","NEG"
"gara gara yang tidak tidak sama dan beberapa stasiun lain tua bangka","NEG"
"iya kak kan punya tim pasti unggul lah kak cuman doang beda dari lain","NEG"
"iya ini ke media indonesia","NEG"
"ada coblos mana mana","NEG"
"lucu puji tuhan jadi presiden di bukan di indonesia","NEG"
"sepertinya ingin menciptakan gesekan kode","NEG"
"membuat semua survei dari berbagai sumber menjadi berbalik memenangkan pak malu","NEG"
"sumpah menang gua ih lo gua","NEG"
"kocak ih dinda menang kok di sama grup","NEG"
"curang","NEG"
"iya jiwa kena lebih lucu waktu kemenangan dia tadi","NEG"
"kalah sedih biasa tertindas","NEG"
"dan punya terus dan punya ya jelas lah mereka bilang menang","NEG"
"kredibilitas yang","NEG"
"urus korupsi mu pak ali akan kemenangan","NEG"
"kalah","NEG"
"endut ini kalo pasti jadi di mahadewa angkuh ambisius menghalalkan segala cara dan endut","NEG"
"nih parah umat islam kalah","NEG"
"kaya anak deh eh","NEG"
"badan pak mana mana","NEG"
"minta di telan","NEG"
"buset pak itu jahat badan pak mana mana","NEG"
"kak lo buset pak itu jahat badan pak","NEG"
"pak itu jahat badan pak mana mana","NEG"
"ada video wartawan kompas pak sedih","NEG"
"pas si wartawan mau wawancara si bilang kok kompas bisa masuk sini sih sampai si embak wartawan bingung mbak","NEG"
"ingat debat soal ham emosi dia ham","NEG"
"itu mau kalah sih tau kalah kalah aja deh","NEG"
"terobsesi buat menang pak kasihan bego","NEG"
"sisa didikan masa orde baru ada pidato","NEG"
"lagian nek menang kecurangan stasiun aku sok kan emang belu","NEG"
"hancur cuman dia masih buat senyum sakit pak","NEG"
"lagian nek menang kecurangan stasiun aku sok","NEG"
"juga belum tau seluk dangkal","NEG"
"jangan dia pembohong sama kek mantan gue","NEG"
"dulu sih salah padahal benar apakah terulang lebih malu lagi sudah apabila salah","NEG"
"buset si aja kan itu cuma hasil re doang","NEG"
"pilih ya pilih om","NEG"
"grup kali ini bikin heboh heboh","NEG"
"pro semua jelek dikit tentang beliau jelek padahal fakta","NEG"
"itulah pandangan beda pro semua jelek dikit tentang beliau","NEG"
"tapi masa iya bawa bom aja aja lin","NEG"
"itu jatuh saham dia tarik modal asing","NEG"
"din pak nek menurut hitung cepat kan kalah","NEG"
"pernyataan menang bentuk arogansi","NEG"
"joget ya","NEG"
"nah ini rang apa dia biar aja presiden bi","NEG"
"wartawan asing ungkap jika pernah menghina fisik gus dur presiden","NEG"
"gali kuburan sendiri","NEG"
"itu satu satu itu sendiri sendiri itu itu salam jari","NEG"
"ke media indonesia via","NEG"
"aneh masih menang","NEG"
"kenapa kompas bisa masuk tahu pak bukan saya yang","NEG"
"lah sendirinya tidak tepat kemenangan sekarang","NEG"
"liat aja di kan unggul ayah mama kalo kalah jangan","NEG"
"ketika marah besar pada sejumlah reporter televisi","NEG"
"baca ini kali aja nalar survei yang tak kaidah statistik","NEG"
"terima kasih indonesia","NEG"
"nih survei yang tak kaidah statistik","NEG"
"mas survei yang tak kaidah statistik","NEG"
"anti zionis tapi mendukung koalisi zionis cek aja itu dan itu sekutu munafik","NEG"
"sapa akun ini bajak ni tumben beberapa anak muda ada","NEG"
"di para penjilat","NEG"
"berapa sama hasil beda sendiri","NEG"
"ra kekalahan hasil","NEG"
"untuk menambah koleksi akan kuda lumping","NEG"
"saya terima asal jangan","NEG"
"maka nikmat tuhan mana lagi hendak kau kepada allah niscaya dia akan menambah","NEG"
"lagi kampanye kan survei yang tak kaidah statistik","NEG"
"kalah eh","NEG"
"wajah macan lucu kompas tidak","NEG"
"kalah di sebagian serang lembaga survei dan media","NEG"
"mas kalau tahu ini bos yang prahara","NEG"
"setuju waduh kaya telah mencoreng seorang patriot kesatria sesungguhnya","NEG"
"tim klaim kemenangan ada di","NEG"
"gue percaya coblos","NEG"
"survei yang tak kaidah statistik","NEG"
"sih jadi presiden pak takut tidak data saya masih ngeri","NEG"
"kalau ada kalian yang pertama kali terus terus kalah rasanya rugi","NEG"
"yang memenangkan pak yang gemuk tambun itu mungkin menggunakan metode yang tidak","NEG"
"itu sendiri menang sendiri senang sendiri awas sakit jelas lebih","NEG"
"ali akan kemenangan","NEG"
"meski dan tim mawar hanya mengaku dan semua hidup selamat tapi publik teta","NEG"
"kabar buruk kalah kabar gembira sekarang dia minum ekstrak kulit manggis supaya kusut no","NEG"
"hatta menjadi presiden semoga bisa memimpin dengan baik dan lah kepresidenan","NEG"
"wah punya data lembaga survei yang bisa memenangkan","NEG"
"kalah kita liat nanti siapa yang menang ibarat main skor kita","NEG"
"perbedaan hasil dapat sosiologis masyarakat mengklaim bahwa","NEG"
"nah survei yang tak kaidah statistik","NEG"
"itu percaya sendiri padahal kalo mereka cek itu lebih dari seratus persen otak nih ya","NEG"
"kasihan malu sendiri kena kan kiamat sudah kebenaran akan terungkap","NEG"
"di lo kalah ya nama lo kucing kampung di bawa ke kucing","NEG"
"deklarasi dari lembaga resmi dan baru","NEG"
"kalo itu mah mending kubu","NEG"
"meskipun nakal sudah kubu akan","NEG"
"global itu media pendukung nah media netral salam jari ya kak","NEG"
"ujung semua dagelan politik sejak kemarin itu justru akan diri sendiri menghancurkan kredibilitas pihak","NEG"
"benar juga ya suara di itu banyak","NEG"
"selamat kepada bapak yang terpilih sebagai presiden grup","NEG"
"ke media usai bogor calon presiden zikir","NEG"
"ke media usai bogor calon presiden","NEG"
"pidato dahsyat saat deklarasi berita terbaru salam jari","NEG"
"optimistis pasangan akan memenangi","NEG"
"miris tragedi kemanusiaan kekalahan via si itu tuhan idiot","NEG"
"selamat kepada bapak akhirnya menjadi presiden ke eh maaf ya salah","NEG"
"menurut direktur lembaga survei menggunakan survei bayaran yang populer dengan cara kecurangan","NEG"
"apa coba partai pendukung tujuh televisi lima logistik kuat masih juga kalah gusti","NEG"
"aja rempong deh hitung suara kubu khawatir","NEG"
"jadi presiden ya marah ke media","NEG"
"belum memerintah saja curiga terus hitung suara kubu khawatir","NEG"
"hitung suara kubu khawatir tempo","NEG"
"kubu emang banyak bacot siap menang siap kalah hitung suara kubu khawatir","NEG"
"mbok ta hitung suara kubu khawatir","NEG"
"hitung suara kubu khawatir","NEG"
"maling teriak maling hitung suara kubu khawatir","NEG"
"dan tim akibat","NEG"
"ini menyumbang kekalahan ucapan sinting selamat anda hati","NEG"
"lembaga survei memenangkan tidak datang di bohong berani datang kan","NEG"
"berita pak sama wartawan","NEG"
"deklarasi retorika mau deklarasi berapa kali juga masalah","NEG"
"mau deklarasi berapa kali juga masalah","NEG"
"sangat tidak negarawan kandidat on","NEG"
"mau pindah ke lain hati setia mau kalah","NEG"
"parah ini kecurangan kubu kenapa perhitungan suara harus karena kita biasa jujur","NEG"
"fitnah lagi hot dana dari kubu untuk memenangkan kubu prahara","NEG"
"metro memang bebal dan membangun opini curang dan membuat suasana panas dan","NEG"
"abis ini kok jadi gue malu ya on","NEG"
"habis baca di terus baca ini jadi makin ngeri sama dia","NEG"
"mang kalah klaim menang","NEG"
"kalo melakukan pelanggaran ham berat masih isu kalo sudah pasti semoga al","NEG"
"salah dari menurut mereka telah palsu untuk pecah belah bangsa","NEG"
"yang orang jadi sampah harus sama kaya","NEG"
"purnawirawan eks penculik dan pembunuh rakyat sipil memperlihatkan sifat di publik","NEG"
"sinting bikin kalah","NEG"
"tim main uang jalan satu curang kalau curang bakal menang","NEG"
"allah mengetahui indonesia pagi ini lembaga akibat publik","NEG"
"selain masa lalu bikin sikap mau terima kekalahan ini bikin tambah jelek","NEG"
"sungguh kasihan oleh pihak adalah kawan kerusakan pun","NEG"
"lari ke lagi itu opsi kalah bukan opsi baca di","NEG"
"artikel islam prahara menguak","NEG"
"mari kita kan gugat tuhan kalo kalah","NEG"
"lembaga yang memenangkan publik jangan mana tetap di","NEG"
"duh tim main uang","NEG"
"ada teror ancaman akan para pendukung","NEG"
"penyebab kekalahan via","NEG"
"kok pas ya pendukung prahara sesuai tukang onar","NEG"
"betul bung ardi bloon sok pintar di","NEG"
"bilang presiden itu tolol","NEG"
"berarti mesin politik pendukung bekerja maksimal di","NEG"
"hidup dia telah menjadi presiden presiden dan","NEG"
"selamat pak menjadi presiden bagi rakyat sekali lagi selamat ya pak","NEG"
"kalah beralih dukung salah kalah","NEG"
"curang ah total suara melebihi jumlah suara sah ini malu","NEG"
"julukan pas culas curang","NEG"
"kalah aja ke aspal biar ambyar","NEG"
"kalah lihat kalian saling kepala","NEG"
"tiarap terus","NEG"
"calon presiden berkata pemilik brengsek saya ogah punya presiden seperti ini","NEG"
"geram tolak wartawati","NEG"
"baru baca wawancara di tak tampak dia orang baik terlihat seorang pecundang haus kuasa","NEG"
"mengaku sejak awal tak sepakat maju sebagai","NEG"
"salah satu kecurangan di utara via","NEG"
"jika kalah prediksi dia bakal dan akan pergi ke lagi menenangkan diri","NEG"
"bawa allah lah apa allah curang dan penebar fitnah","NEG"
"dong ya identik","NEG"
"dan pendukung bawa allah lah apa allah curang dan penebar","NEG"
"jika menang pun hasil kerja keras fitnah dan kecurangan di bobrok","NEG"
"ulas terus kecurangan kubu itu bukan curiga itu nyata kok hasil suara rakyat jahat ya","NEG"
"mengeluh bila menghadapi masalah bangsa bapak","NEG"
"marah sama media","NEG"
"pernyataan dari bahwa menggunakan dalam tim","NEG"
"koalisi permanen yang partai politik pendukung rentan","NEG"
"koalisi permanen yang partai politik pendukung rentan perpecahan bila","NEG"
"salah strategi ala sang jenderal catatan tentang strategi disinformasi jenderal via","NEG"
"geng menang ada bukti rekap hasil bukti survei palsu mereka curang","NEG"
"tak masalah jika membuat koalisi permanen tapi jelas ini adalah bukti ketakutan dan","NEG"
"kubu yakin bakal intervensi","NEG"
