@relation JKW_TWCL_2

@attribute TWEETCL2_ string
@attribute @@class@@ {POS,NEG}

@data
'mengabdi kepada rakyat menjadi pemimpin rakyat',POS
'hebat dah persen suara selisih unggul sekarang',POS
'he he he rek menang di',POS
'laporan dana kampanye periode halaman prahara satu saja cukup dong',POS
'komitmen melaksanakan visi misi bersama rakyat mau ikut',POS
'jari min mayoritas penduduk sah dalam mengharapkan presiden adalah',POS
'mayoritas penduduk sah dalam mengharapkan presiden adalah',POS
'jawab tidak maksimal bekerja walaupun melawan rakyat relawan dadakan sukarela',POS
'kalah kok cak dong jadi rakyat besok panggil bapak presiden',POS
'alhamdulillah mayoritas penduduk sah dalam mengharapkan presiden adalah',POS
'dari hasil rekapitulasi suara pasangan calon presiden dan wakil presiden menang telak di',POS
'saya berharap bapak dan menyerahkan kepemimpinan indonesia kepada bapak presiden kita',POS
'nomor urut menjadi tamu kehormatan dalam konser hari menuju kemenangan rakyat',POS
'akan ada tujuh hari pesta kemenangan rakyat calon presiden enggan pertemuan yang di',POS
'real sementara unggul',POS
'masyarakat mencintai bapak baik yang berdomisili di utara maupun yang berdomisili di',POS
'di tangsel unggul suara suara pasangan ka',POS
'dukung ada nazar nih menang',POS
'menang di rekap suara sumber',POS
'bukan pemimpin biasa indonesia butuh pemimpin yang berbeda kami merindukan pemimpin merakyat dan jujur',NEG
'maka pasti terjadi mengingat motif awal dari sendiri apalagi lemah',NEG
'pendukung di debat kali ini seperti penonton di dahsyat',NEG
'sama kalo debat mau ulangan segala',NEG
'politisi prihatin sumbangan dana ke pasangan calon presiden dan wakil',NEG
'saya pilih no kebaikan presiden dan gubernur',NEG
'tiap liat wajah aja presiden hancur indonesia diksi mau',NEG
'masih dengan kompas pak kebelet pipis saat terjebak macet apa',NEG
'menurut para bila jadi presiden maka indonesia akan di oleh kerajaan setan',NEG
'ini bodoh karena ini pasti',NEG
'adalah kita terus kasihan calon presiden',NEG
'tugas mu dulu pak jangan tamak dengan kekuasaan',NEG
'antar naik panggung debat',NEG
'cuma mengingatkan jangan lupa pilih no adalah kita',NEG
'kritik bisa hancur negeri ini kalau jadi presiden',NEG
'bukan bikin',NEG
'untuk cuma cuti aja kalo ya siap jadi pengangguran setelah',NEG
'spanduk selamat puasa kubu salah fatal tulis bulan dan tanggal',NEG
'di mata kami pemimpin minus di nol beku hati',NEG
'asing camat negara asing mana suka makin hari kelihatan bego',NEG
'yang pendukung dan merasa muslim hayo liat temu kangen eks',NEG
'mau kompak tetap ada tapi sistem belajar harus',NEG
'metromini terpaksa cari pembenaran gara jawaban tidak sesuai visi misi',NEG
'said dukung itu berita dan bohong',NEG
'orang pintar minum tolak angin orang pintar on lah kok jadi ke',NEG
'pendukung merem masalah itu bang penting no',NEG
'sikap pendukung jauh dari etika dan nilai agama',NEG
'oh jauh etika dan nilai agama',NEG
'itu kenapa setiap kamera langsung tersenyum jelek kalah',NEG
'pak orang aku benar benar terkunci oleh wacana revolusi mental kasihan deh aku kagum',NEG
'setahun alhamdulillah naik hanya jumlah orang miskin inflasi kemacetan korupsi pengangguran',NEG
'zen ada bau bau komunis di belakang berada di makam',NEG
'urus juta jiwa dan setengah mati dan emang punya kemampuan di solo boneka rudi',NEG
'gua liat kalau pak dan pak berbicara membuat orang tertawa ada saja pemimpin begitu',NEG
'di mata kami adalah pemimpin beku hati moral ada',NEG
'lagi warga solo ke',NEG
'revolusi mental di mata kami adalah',NEG
'bohong masalah kasus bilang lapor',NEG
'dan gue deh gue ya kaya anda bela jelek',NEG
'om benar banyak orang cina bondong indonesia gol kan',NEG
'alih jadi kartu malah sekarang jadi kartu mati bagi masyarakat klas bawah respek tandem prediksi',NEG
'saja jadi gubernur selesai apalagi mau jadi presiden nasib negara ini',NEG
'yuk detik membabi buta pasang berita hasil debat yang membuat kalah telak detik kan',NEG
'hasil survei hanya unggul pada pemilih tidak tamat',NEG
'aku tidak memilih karena sudah quran tidak amanah dan tambah semrawut',NEG
'makanya hilang lagi pola sejak',NEG
'dan stasiun televisi net pun terang dukung liat apa debat barusan',NEG
'betul itu dari partai komunis',NEG
'om dalam debat salah membenarkan penjualan',NEG
'skandal besar di',NEG
'ada golongan orang susah kasmaran pendukung',NEG
'kami dia dan cari info makanya kami berani apa adanya kini takut mati',NEG
'wah pejabat di',NEG
'bahan lelucon aneh mental',NEG
'ke prodeo bus trans om kalau perlu nanti suruh mati',NEG
'tim rasanya aneh turun',NEG
'kerja sedikit banyak di sorot media',NEG
'lah emang bisa bahasa inggris kita ada doktor aja profesor lain',NEG
'psikolog politik bisa bernasib buruk seperti mantan presiden',NEG
'menuju kekalahan panik anis minta relawan solid',NEG
'kalo menang semoga negara ini jadi negara pelawak',NEG
'presiden kok rakyat ini cuma tau itu doang',NEG
'itu di kok pelanggaran sit ah pasti yang suka doang',NEG
'kontroversi politik anggaran',NEG
'dalam lawatan ke dan belajar revitalisasi dan revolusi komunis',NEG
'makanya pilih no biar langsung untung tahu apa marah kita harus',NEG
'ya aja kalo liat muka pak berasa iba jahat emang ni boneka benci sama perempuan itu',NEG
'fitnah ke nasi bungkus hina banget',NEG
'apalagi urus bisa hancur ini kalo jadi presiden kata pak',NEG
'cuman tiang monorel pak setahun',NEG
'bahasa inggris ala',NEG
'gada lebih bego dan awam daripada sok kepolosan dan kesederhanaan',NEG
'pak tegas selama ini hanya setir oleh mega apa lapor mega aneh banget mega',NEG
'makanya butuh revolusi mental om itu bego tamak serakah penipu korup lagi',NEG
'dah menarik mas bicara jadi gubernur mental',NEG
'cuma menjelekkan peserta lawan otak itu kosong mana ada sama seperti tong kosong',NEG
'dah tobat kok ada mau setelah banyak fakta',NEG
'korupsi dana pendidikan masyarakat solo desak tangkap',NEG
'keuangan jeblok akan panggil',NEG
'rakyat tidak pilih',NEG
'hanya boneka aja tiap hari kenapa pemulung aja',NEG
'pendukung nomor selalu boneka',NEG
'cuma kapasitas hanya camat',NEG
'warga ke kejaksaan agung',NEG
'tampang makin songong dari janji buat jadi gubernur ada pun terlaksana kecuali',NEG
'nah loh metro tidak tegas soal kasus bus',NEG
'benar sikap pendukung jauh dari etika dan nilai agama',NEG
'fakta korupsi bus karat buatan menyesal toh fakta bicara',NEG
'layaknya malaikat',NEG
'visi misi tidak lebih hanya publik menyorot agenda evaluasi pendidikan',NEG
'mana bisa revolusi mental ada pendukung punya mental untuk revolusi mental',NEG
'ha ha perlu nanti suruh mati ke tontonan memalukan asing',NEG
'terlalu ulama nu seperti sebut bajingan lembaga islam',NEG
'om romo kalah bakalan rusuh',NEG
'pendukung pak aja pada kecewa ama pak di debat tadi',NEG
'satu hal khawatir presiden pertemuan antar pemimpin bangsa mau apa inggris becus',NEG
'mending balik jadi gubernur pak ke masjid via',NEG
'kata mau apa ini bisa ini kalo aja dulu penjilat ludah',NEG
'metro tidak tegas soal kasus bus bukankah lagi jaksa',NEG
'harus metro usut temuan soal era',NEG
'itu kecewa ama',NEG
'jawaban normatif dari seorang yang plan bisa hancur negeri ini yang pimpin',NEG
'saya korban politik uang',NEG
'keinginan untuk menjadi calon presiden harus melalui jalan yang terjal setelah',NEG
'pipa nus kan punya wajar pemberitaan begini metro tidak tegas soal kasus bus',NEG
'setiap di tanya sama wartawan pa selalu jawab itu urusan saya sudah ada lah selama jadi aja pak',NEG
'kami semua penghargaan adalah palsu rekayasa penghargaan semu buatan',NEG
'nah metro tidak tegas soal kasus bus',NEG
'kata negeri ini akan hancur bila jadi presiden yang bilang ini orang gila berarti',NEG
'lah elu kan bang kok pak ini emang konsisten soal konsisten',NEG
'fakta tidak tegas soal kasus bus',NEG
'seru apalagi sampai sadar terbuka rahasia besar memalukan bisa kena semprot kami',NEG
'loh emang pernah tegas metro tidak tegas soal kasus bus',NEG
'zen ada bau bau komunis di belakang',NEG
'pengakuan mantan solo di balik',NEG
'hampir telanjang om kami dia dan cari info makanya kami berani apa adanya',NEG
'uang rakyat miliar selama setahun di uang',NEG
'terus keanehan kedua kok ya liat ibu puan maharani getol ada perseteruan apa di tubuh mereka',NEG
'kalo jadi presiden bisa hancur negeri ini presiden',NEG
'sih fanatik tapi cuma ada calon dan jadi lebih baik pilih',NEG
'gue jawab rahasia basis militer as di konflik laut aja lepas tangan ada martabat',NEG
'yang saya tidak suka adalah di antek komunis zionis dan hantu mereka menyinggung dukungan untuk',NEG
'pasukan nasi bungkus seribu pendukung bareng debat di tugu proklamasi',NEG
'politisi prihatin sumbangan dana ke via',NEG
'situ komunis pilihan hati kenapa karena mereka adalah orang baik dan indonesia butuh orang baik',NEG
'anjlok cium konspirasi',NEG
'oh ya terakhir lembaga bayaran ada hasil suara di',NEG
'emang palsu',NEG
'ini fitnah tak solid dukung bisa',NEG
'mereka para itu meniupkan isu bahwa terlibat sungguh ini isu biadab yang tidak takut tuhan',NEG
'tangkap harus transparan soal korupsi dan',NEG
'ogah semua wajib presiden republik indonesia',NEG
'punya siapa si artikel begitu sisi negatif semua',NEG
'apa kata adalah bentuk kecil dari visi misi kepemimpinan',NEG
'ini nilai agama sikap pendukung jauh etika nilai agama',NEG
'sebaiknya balik jadi gubernur aja dah urus program gagal seperti masalah belum selesai malah lari',NEG
'itu bego tamak serakah penipu korup lagi eh lagi khianat lagi munafik lagi palsu lagi kok ada suka gila',NEG
'ada apa ya tak solid dukung bisa',NEG
'kampanye hitam dan intimidasi penurunan',NEG
'oh ya terakhir lembaga bayaran ada',NEG
'aja juga metro tidak tegas soal kasus bus',NEG
'mega ayo mari kita pilih pak banteng kurus kurus bukan karena makan tapi banyak tekanan perasaan',NEG
'nama pak sudah sangat baik tapi kini ternoda hingga bergabung ke',NEG
'tapi tukang tipu bukan boneka',NEG
'amien rais pakai untuk',NEG
'terlihat sangat kagum kecerdasan dalam debat malam ini sesekali menoleh penuh keraguan',NEG
'tim benci islam setelah muncul',NEG
'uang rakyat miliar selama setahun di',NEG
'ngeri sedap masuk barang usut temuan soal era',NEG
'pak banget jantung yen sabar bapak bapak bisa dadi nomer',NEG
'dari dulu tokoh mbah mulai pakai klenik',NEG
'waduh anjlok cium konspirasi',NEG
'penipu macet macet macet',NEG
'penipu macet macet',NEG
'penipu bebas macet bebas macet',NEG
'dan terbukti tiap kamera mengarah ke deh cengengesan kata orang banci kamera',NEG
'metro tidak tegas soal kasus bus',NEG
'kritik bisa hancur negeri ini kalau jadi presiden presiden',NEG
'terungkap bohong bungkam',NEG
'kompleks tidak dan yang orang awam sih pasti jelek',NEG
'video langgar sumpah jabatan gubernur via',NEG
'berani jujur kecewa bilang kecewa itu kecewa ama',NEG
'jadi banyak yang akhirnya berpihak ke karena pak di mana bagus',NEG
'bisa pegang janji palsu',NEG
'demi menang kak istri',NEG
'tak solid dukung bisa',NEG
'kebohongan belum apa apa tim sudah menipu warga nu',NEG
'din manipulasi berita tentang',NEG
'amien rais pakai untuk lewat',NEG
'bukti dulu jika presiden bisa hancur negeri ini',NEG
'memang bebal asal tidak tapi para tetap memuji lewat',NEG
'ini alasan tanda tangan perjanjian muharam jadi hari santri jualan agama nih',NEG
'nih bus berkarat sama loh luar biasa hukum di negeri ini',NEG
'no anjlok cium konspirasi',NEG
'fakta tentang apa anda punya bukti valid kalo itu',NEG
'calon presiden nomor urut mengapresiasi performa da',NEG
'puasa apa ya kok ikutan sahur bareng sahur dengan sayur',NEG
'turun internal tegang',NEG
'juga tidak boleh pakai bung apa dong panas',NEG
'pendukung rata lulusan biasa aja apa yang itu',NEG
'tadi sepertinya di belakang duduk bagaimana bisa pro rakyat kalau',NEG
'warga kecewa kepada',NEG
'para pendukung sebaiknya klarifikasi atau memang kebenaran tak bisa',NEG
'ada di bungkus nasi kucing',NEG
'membangun revolusi mental kalau kita melanggar sumpah gubernur mau',NEG
'kalo aja boneka sudah membuktikan secara sederhana bahwa masalah',NEG
'meni yang semua kaget juga kata pak',NEG
'hanya kompas berani melawan arus yang penting senang hasil',NEG
'ah pasti orasi di depan warga via',NEG
'aja kasih skor merasa puas',NEG
'dan his mempersoalkan pakai tangan kiri dan bukan tangan kanan',NEG
'waktu doang buat apa dukungan untuk dulang kemenangan di',NEG
anjing,NEG
'ternyata rendah dan pantas berdebat saya',NEG
'pendukung bodoh dan pendendam',NEG
'ini bilang agama mulai syawal',NEG
'kalah telak pendukung kehilangan pemikiran',NEG
'jelas komunis tobat kan bilang dah ke komunitas pilih',NEG
'saya mendukung merdeka emang lo lo',NEG
'cih mah telak banget puji materi debat',NEG
'sebar klaim bohong di dakwah',NEG
'dari jaman saja baik bakal kalah dan banjir macet beres',NEG
'bodor ada kentut pun wangi bagi pemuja',NEG
'rakyat cerdas tak mau senyuman manis pak di depan kamera',NEG
'di pendukung suara',NEG
'urus dulu dukungan untuk dulang kemenangan di',NEG
'modus ya pak dukungan untuk dulang kemenangan di',NEG
'tunggu juli semua pilih nomer suara',NEG
'berapa skor kayak bola saja aja jago',NEG
'usut temuan soal era',NEG
'harus sendiri via',NEG
'pasti ganti jadi pemberani',NEG
'minta demi debat',NEG
'kan sunat hanya debat',NEG
'bikin tegang',NEG
'saya punya ide ibu mega dan pak karena emang begitu pak jadi',NEG
'kristen ya pantas dukung jadi heran mengapa semua orang kristen katolik dukung ya',NEG
'mesin tidak maksimal dukung',NEG
'kok ra enak dukungan untuk dulang kemenangan di via',NEG
'tangkap usut sampai tuntas gigi korupsi dana pendidikan masyarakat solo desak tangkap',NEG
'membangun setelah tertunda emang tapi emang jadi tuntas urusan kelar malah pergi',NEG
'jahat banget sepupu lo lihat pocong malah lihat mentang suka ke tempat',NEG
'adalah sang kaum islamis bila jadi presiden nanti',NEG
'tabloid obor lil oleh pesantren al adalah tabloid dusta dan fitnah',NEG
'hanya debat minta salat di undur',NEG
'bohong besar dana dari rakyat',NEG
'aja rakyat lagi kebohongan',NEG
'betapa orang pintar tahu korupsi tapi tetap apa lagi sampai orang untuk',NEG
'liat aja muka',NEG
'jelas nyata dan hasil pemberitaan media metro',NEG
'indonesia hebat awas bahaya laten koruptor',NEG
'heran sikap pendukung jauh dari etika dan nilai agama',NEG
'asing untuk menebar fitnah budek yang cuma metro media indonesia tempo detik',NEG
'malah negara as boneka lalu fitnah islam di si negara ini emang paling sering bikin',NEG
'ya iya lah pak ambisius itu ambisius uang masyarakat termasuk uang anda pikir matang',NEG
'ternyata pendukung sama penyembah',NEG
'plan kontradiksi visi misi tak setuju pendidikan gratis',NEG
'oh ya terakhir lembaga bayaran ada hasil',NEG
'ibu kristen dia mengakui beda islam',NEG
'jurus bus karatan mana efisiensi anggaran jurus pangkas hutang indonesia',NEG
'bus karatan prof juga jadi tersangka gelar aksi solidaritas',NEG
'kesalahan kedua kata dia adanya kubu yang solid dalam tubuh pengusung kalah',NEG
'rakyat tidak bodoh terbukti segalanya',NEG
'catut nama ulama desak media pro minta maaf',NEG
'bongkar kebohongan besar',NEG
'konsep revolusi mental tepat di bagi cacat mental serang segel rusak kantor',NEG
'bangun curang agar',NEG
'sadar penyegelan kantor paksa ingat bikin rame',NEG
'kan rakyat bisa kemunafikan',NEG
'makin antipati lihat kelakuan kalah di juli nanti',NEG
'gambar aksi anarkis anak buah akan jadi putaran berita nasional dari',NEG
'gambar putaran nasional berimbas ambrol total anarkis',NEG
'kena gejala trauma deh jadi membabi buta rakyat makin banyak tak mau',NEG
'aksi mendemo ini adalah bukti santri selama ini klaim dukung tak anak seperti ini',NEG
'gambar ini secara nasional oleh rontok secara nasional',NEG
'bang kehilangan kehormatan intelektual merapat hilang kehormatan',NEG
'ciri pendukung no bodoh bermoral',NEG
'kehilangan kehormatan merapat hilang kehormatan',NEG
'pernyataan bagaikan bohong lebih bohong lagi has',NEG
'awal kehancuran sebut kader anggota massa',NEG
'kalau dia siaga satu kepung karena sudah mengkhawatirkan',NEG
'adalah boneka boneka adalah dan kita bukan boneka salam garuda merah',NEG
'kayak muncul di metro serangan fajar sudah kubu',NEG
'betul kata kalau negeri ini',NEG
'bukti dan telah paham komunis',NEG
'fakta akan',NEG
'gerus suara coba dengan',NEG
'kita coblos no saya adalah kamu kamu adalah kita dan kita adalah bangsa indonesia',NEG
'kamu adalah mega kali saya adalah kamu kamu adalah kita dan kita adalah bangsa indonesia',NEG
'duh kalo kampanye suka begitu sih sering pak miris kalo liat macan kampanye',NEG
'saya adalah kamu kamu adalah kita dan kita adalah bangsa indonesia',NEG
'senjata makan tuan hasil revolusi mental tindakan anarkis di',NEG
'hancur ini di tolong ke pelaku kekerasan kok',NEG
'maksud hati mencari dukungan apa daya sana sini',NEG
'sih kalo nanti kalian protes kebijakan tapi di jawab siapa suruh saya',NEG
'namun ternyata ada satu orang paling tolol sedunia bernama meneruskan mimpi komunis di',NEG
'kubu dengan tindakan has',NEG
'kita pembohong hobi berbohong kita',NEG
'serangan ke kebebasan pers',NEG
'angkatan ke lima dan netral jika tidak akan',NEG
'terungkap ala oleh',NEG
'di jil sipilis perlu',NEG
'om ini agitasi dan propaganda bermata dua kubu lihai situasi dan merekayasa',NEG
'kompilasi asing dan antek',NEG
'kubu sebelah bangga ada pembela pemerkosa dukung lewat video selamat ya bergembira korban pemerkosaan',NEG
'jujur lepas peci malu islam doang kau pak dorong publik pilih',NEG
'super bintang cukong super kaya sengaja pasang bakal ina sia',NEG
'saya akhirnya pilih apa kan beliau sudah saya kalau pak ini aja',NEG
'jika muslim kafir lalu kami ini non muslim kafir ya pemilih di',NEG
'buat presiden aja',NEG
'stasiun salah satu mending tenaga simpatisan dukung kan',NEG
'banyak jenderal kubu bisa juga pakai spionase',NEG
'hemat santri mana itu coba hibur saja ya ada sedikit',NEG
'rela mati presiden lo ba',NEG
'mega rakyat ya lah betul bukan rakyat perlu eksploitasi rakyat lah',NEG
'tak bijak soal via',NEG
'bukan mengandung unsur babi ini serius ulama mengharamkan memilih',NEG
'salah galak itu para pendukung dan antek termasuk anda',NEG
'dan ham bondong mendukung sengaja melupakan kasus',NEG
'dukung no ini sudah seperti nabi oleh pernah salah',NEG
'makin terbuka aja kompilasi asing antek has',NEG
'salah pilih si bikin',NEG
'jika saya terus di tuduh kita akan bikin ini kandang banteng sudah provokator',NEG
'si perlu di revolusi mental',NEG
'usah takut dan netral jika tidak akan provokator',NEG
'dia ganyang dan netral jika tidak akan provokator',NEG
'dan netral jika tidak akan provokator',NEG
'apakah muslim tau adalah milik salim bukan milik brewok',NEG
'iya rakyat baru sekarang buat main itu lebih oleh',NEG
'iya dapat ajaran ya itu komunis mas tau deh',NEG
'episode catatan pinggir daftar kebohongan',NEG
'banyak dan urus becus di pendukung cara culas curang',NEG
'no di masalah karatan solo utang banyak',NEG
'sebagai isu pelanggaran ham oleh terlibat kasus',NEG
'baca ini kampanye positif kronologis penangkapan relawan saat tabloid',NEG
'seret aja baca ini kampanye positif kronologis penangkapan relawan saat',NEG
'siapa yang penipu anggap koperasi tak tepat untuk petani dan nelayan',NEG
'calon presiden terlihat takut ketika mengapa ia tidak melaporkan kasus korupsi pengadaan',NEG
'dia memang komunis kali demikian juga orang di',NEG
'suka aja gue liat',NEG
'berita tepat mengartikan pernyataan ini',NEG
'sekali lagi memahami arah di saat ingin itu ambil alih dan sedikit',NEG
'kalian soal kostum kalian merem soal kostum si di kubu',NEG
'tutup mata hati kerugian negara akibat kepemimpinan',NEG
'pemimpin tak patuh hukum calon presiden nomor urut dua',NEG
'wajib baca buat jaga rencana isu fitnah kerusuhan oleh kubu',NEG
'muharam hari santri janji bertentangan dengan islam lil dukung',NEG
'ini foto belanda ini foto menyatu di',NEG
'cita cita luhur pendiri bangsa',NEG
'dalang kerusuhan mei dukung',NEG
'proyek mobil solo bakalan memajukan proyek mobil solo',NEG
'catatan pinggir daftar kebohongan',NEG
'tunduk sama moncong putih',NEG
'kenapa enggan usut sidik tersangka konspirasi global',NEG
'tokoh ke dan salah indikasi kalau anu memang daftar nama cukong lewat',NEG
'berisik nih pendukung',NEG
'hari mau rekor dunia minimal berapa hari',NEG
'revolusi mental ala tim mereka siap menang tapi siap menerima kekalahan masih ada tuk mereka',NEG
'di debat masalah koperasi eh bohong lagi masalah',NEG
'melulu ternyata beri penghargaan via',NEG
'yuk mas buka mata hati saya juga dulu pro habis jadi gubernur',NEG
'mistis cukong dan ke dukun cukong bawa biksu ke ritual mata rakyat',NEG
'politik dan minta sungguh terlalu pak jok siap siap setelah gagal awal tahun jadi tersangka',NEG
'hari mau rekor dunia minimal berapa hari allah tau',NEG
'hampir semua lembaga pro sekarang tiarap persis seperti laporan akhirnya kalah',NEG
'puluhan juta muslim metro milik agar moncong komunis dukung',NEG
'gabungan raja tipu tak pantas selain kolusi',NEG
'plus video yahudi kafir cina boneka komunis',NEG
'yakin kalah di',NEG
'yahudi kafir cina boneka komunis mempan ibadah saja',NEG
'laporan hutang hutang sederhana sumber',NEG
'adalah media pengecut karena hanya menghadirkan lah bayaran pula',NEG
'islam oleh media pro biadab nih',NEG
'sering fungsi planing itu kasus korupsi bus berkarat terjadi',NEG
'terkenal setelah di di begitu sehingga dia nabi sadar',NEG
'jika anda memilih revolusi mental maka lihat menyikapi yang menyegel',NEG
'berulah ketahuan berpotensi berulah kalah',NEG
'terkenal setelah di di begitu sehingga dia',NEG
'terkenal setelah di di begitu',NEG
'kompas bayaran cukong',NEG
'waspada perlu daerah bergerak tim tertangkap serangan',NEG
'tim tertangkap serangan fajar',NEG
'isu gosip tim tertangkap serangan fajar juli curang panik',NEG
'kerja mereka',NEG
'reputasi koalisi pendukung di mata umat semakin rusak tindakan anarkis',NEG
'sendiri tidak terlihat menolak tindakan anarkis',NEG
'tapi ke sadar ada cukong',NEG
'andai memilih dengan alasan sederhana saya tak mengerti kemiskinan dia di tengah gelimang',NEG
'serang fajar tim ada tetap waspada man teman',NEG
'beban besok ada di para saksi laporan dari ternyata banyak saksi palsu dari pura jadi saksi no',NEG
'berkah itu kan berkah menurut anda kalo menurut aku ya penipu ulung mau apa mau nabi ya',NEG
'waspada serangan sahur fajar semakin gencar',NEG
'andai memilih alasan kepemimpinan saya tak kepemimpinan menonjol selain',NEG
'dan akhirnya kehilangan suara dan akhirnya ampe undangan cakep dah kelakuan',NEG
'ini curang bukan sih mbak tim tertangkap serangan fajar',NEG
'sombong pendukung pada termakan tanpa apa',NEG
'tertangkap fajar barang bukti kartu indonesia sehat dan segepok uang palsu',NEG
'kompas tempo detik jadi media buat pantas lo terbuai',NEG
'si aja mendukung penuh kemerdekaan',NEG
'kata pak kalo jadi presiden bisa hancur negeri ini jadi kita pilih nomer berapa',NEG
'itu tau bukti itu omongan apa cuma',NEG
'gue kata kata abang gue jangan pilih perang islam',NEG
'mereka anti dan anti',NEG
'bagian mana sederhana usah bohong mengenal sosok sederhana di',NEG
'tim tertangkap tangan serangan fajar',NEG
'revolusi mental bapak sosialis komunis ketua kini',NEG
'tim tertangkap serangan fajar telinga mata dan hati rakyat',NEG
'serangan fajar relawan',NEG
'serangan fajar tertangkap kamera tadi sahur',NEG
'penghinaan terhadap islam media pro akan pada polisi dan dewan pers',NEG
'salam nang ketua pendukung sebagai pelaku',NEG
'kita bikin rame tim tertangkap serangan fajar',NEG
'ketua pendukung sebagai pelaku',NEG
'tim tertangkap serangan fajar hanya kecurangan yang memenangkan',NEG
'lembaga percaya lagi kemungkinan rusuh karena klaim menang',NEG
'sebelum menetapkan kampanye sekarang sebelum real deklarasi presiden',NEG
'menang lalu melakukan deklarasi hanya ketika kalah',NEG
'kita tau makna dari slogan hanya kecurangan yang mengalahkan itu langsung deklarasi',NEG
'waspada adanya potensi kerusuhan jika kalah has',NEG
'dulu adanya potensi kerusuhan jika kalah has',NEG
'mungkin itu hanya tipu kader marhaenis percaya',NEG
'pembentukan opini awal deklarasi kubu',NEG
'adanya potensi kerusuhan jika kalah',NEG
'adanya potensi kerusuhan jika kalah has',NEG
'deklarasi kemarin di rumah hanya asli orang mega orang tak nampak hadir',NEG
'emang itu siapa lu minta serangan ke',NEG
'deklarasi putri terlihat haus kekuasaan',NEG
'dia keras sejak dia betapa dia boneka saya kecewa',NEG
'deklarasi menang jauh hari karena kubu tahu akan kalah itu tidak boleh terjadi',NEG
'presiden itu korup naik presiden lalu puan naik wakil ya',NEG
'ya allah melakukan si di istri dan zionis mau ya',NEG
'bakal bus karatan ngeri banget dah',NEG
'yakin adalah hasil rekayasa dan penggiat cukong dari cina',NEG
'kalah telak di ini hasil real oleh di provinsi',NEG
'pendukung kelakuan preman kantor botol berisi bensin',NEG
'selanjutnya adalah dan kompas juga untuk palsu sejak',NEG
'selanjutnya adalah metro media surya ini adalah corong nomor peliputan',NEG
'lihat muka saat deklarasi terlihat bukan seorang pemenang terlihat pucat',NEG
'isu mau kembali mencuat',NEG
'deklarasi menang jauh hari karena kubu tahu akan kalah itu tidak boleh te',NEG
'dasar tukang bohong kabar menang di bohong ini via',NEG
'jadi adalah dan untung karena metro sedangkan surya untung',NEG
'bersyukur pernah memilih baik saat pemilihan gubernur maupun saat pemilihan',NEG
'pak ada isu nanti ada kerusuhan di indonesia timur karena polisi mau tapi pihak mau karena',NEG
'tertutup kalah penembakan kader pembunuhan rusuh lawan aparat',NEG
'dan pelanggaran kode etik itu sama sekali tidak oleh komite etik komite etik itu',NEG
'adanya potensi kerusuhan jika kalah lot',NEG
'klaim bukti kami pemilih jujur tim dugaan masif',NEG
'dasar penipu punya malu sontoloyo agar tahu kubu data',NEG
'ingat pesan bung ya bukti antek asing',NEG
'serupiah media sedunia raja',NEG
'iya lah kita mah anarkis emang kayak pendukung utang aja gembor',NEG
'kiamat kali ya colek juga potensi kerusuhan jika kalah',NEG
'adanya potensi kerusuhan jika kalah via',NEG
'ujung tekanan buat rusuh atau menang',NEG
'tahu real dia bowo tahu lah saat ini sang raja',NEG
'di juga tim emang menang di arab palsu',NEG
'punya siapa maling kok teriak maling urus korupsi berani tunggu laporan kongkalikong',NEG
'maling kok teriak maling urus korupsi berani tunggu laporan kongkalikong',NEG
'ada orang kehilangan kredibilitas dan reputasi hanya karena mendukung',NEG
'benci saya liat kelakuan',NEG
'antek dan cukong cina serta metro',NEG
'deklarasi menang tipuan jauh hari kubu tahu kalah itu',NEG
'kasus kasus anarkis kubu mah apalagi ada isu dia demi tau ah',NEG
'keganjilan kubu mendeklarasikan kemenangan',NEG
'colek juga potensi kerusuhan jika kalah',NEG
'colek juga adanya potensi kerusuhan jika kalah',NEG
'kubu tahu mereka pasti kalah siapa juga mau pilih korup penipu pengkhianat lagi orang gila',NEG
'kebangkitan komunis indonesia via',NEG
'karena cuma di bisa menang kami percaya',NEG
'dulu masih macet banjir skenario pembunuhan',NEG
'rusuh ya rusuh',NEG
'ada nih bangga kepalsuan',NEG
'islam sama media penyokong dari metro ampe tempo selalu pernah islam sekarang pos',NEG
'hanya kebohongan',NEG
'kapan kan sudah deklarasi menang tapi buat mundur itu mah',NEG
'orang bersyukur bikin acara baru duit suka boros',NEG
'kucing lah itu memang serakah jabatan',NEG
'lawan indikator ini upaya sistematis membentuk opini',NEG
'padahal malah bawa debat ya kok konsisten ya kalo',NEG
'menyeberang ke akbar lihat hasil dulu juga cari uang mas',NEG
'tuyul dong om itu ciri main lilin',NEG
'yang membenci komunis',NEG
'video ke dugaan korupsi transportasi',NEG
'sering cuti mundur dong dari gubernur penipu',NEG
'bakal rusuh yang menarik itu kalo gagal presiden bakal di media kan lagi atau cari to',NEG
'dasar media antek si',NEG
'republik ganjar kamil status bilang semua itu',NEG
'diam kacung bikin rusuh dasar makhluk primitif goblok tetap aja goblok contoh',NEG
'dan itu satu paket maaf punya buruk di mata',NEG
'ayo saya juga setuju kalo cuma ini terus ada',NEG
'semula berharap dia ucapan selamat liong minimal dari eh ada',NEG
'sikap ucapan dan tindakan bukan saja melanggar hukum tapi juga dan membahayakan negara maka',NEG
